Accession,Peptide count,Unique peptides,Confidence score,Anova (p),q Value,Max fold change,Power,Highest mean condition,Lowest mean condition,Mass,Description,COVID_POS_1,COVID_POS_2,COVID_POS_3,COVID_POS_4,COVID_POS_5,COVID_POS_6,COVID_POS_7,COVID_POS_8,COVID_POS_9,COVID_POS_10,COVID_POS_11,COVID_POS_12,COVID_POS_13,COVID_POS_14,COVID_POS_15,COVID_NEG_1,COVID_NEG_2,COVID_NEG_3,COVID_NEG_4,COVID_NEG_5,COVID_NEG_6,COVID_NEG_7,COVID_NEG_8,COVID_NEG_9,COVID_NEG_10,COVID_NEG_11,COVID_NEG_12,COVID_NEG_13,COVID_NEG_14,COVID_NEG_15,COVID_POS_1,COVID_POS_2,COVID_POS_3,COVID_POS_4,COVID_POS_5,COVID_POS_6,COVID_POS_7,COVID_POS_8,COVID_POS_9,COVID_POS_10,COVID_POS_11,COVID_POS_12,COVID_POS_13,COVID_POS_14,COVID_POS_15,COVID_NEG_1,COVID_NEG_2,COVID_NEG_3,COVID_NEG_4,COVID_NEG_5,COVID_NEG_6,COVID_NEG_7,COVID_NEG_8,COVID_NEG_9,COVID_NEG_10,COVID_NEG_11,COVID_NEG_12,COVID_NEG_13,COVID_NEG_14,COVID_NEG_15,t.test,Rank,BHpVal
P25815,4,3,21.0148,0.195886797,0.340319563,1.34029631,0.248789029,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,10456.9572,S100P_HUMAN Protein S100-P OS=Homo sapiens OX=9606 GN=S100P PE=1 SV=2,335.5120726,403.0130007,121.2425448,332.6262679,227.7784928,922.8495692,351.7305272,145.4855597,149.4778005,241.2024036,333.3134531,138.038674,345.4879237,251.4096744,247.8291138,408.3701711,103.4745585,208.527202,272.2285948,314.2275765,154.0715047,129.0718395,169.8859579,195.3428195,278.2445614,291.8349835,288.0804532,123.6471853,258.80087,196.7229434,2.525708152,2.605319056,2.083655043,2.521956543,2.357512715,2.965130914,2.546210063,2.162819889,2.174576699,2.382381631,2.522852843,2.140000779,2.538432872,2.400381986,2.394152324,2.611054012,2.014833582,2.319162716,2.434933741,2.497244296,2.187722324,2.110831499,2.230157483,2.290797452,2.444426684,2.465137351,2.459513792,2.092184235,2.412965732,2.293855014,0.196680297,78,0.416054474
P31025;Q5VSP4,4,4,30.8583,0.196036425,0.340319563,1.008673652,0.248650365,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,19421.1306,LCN1_HUMAN Lipocalin-1 OS=Homo sapiens OX=9606 GN=LCN1 PE=1 SV=1,437.3231407,562.8390555,285.5715822,505.7878132,99.11019776,533.6700863,396.1398942,51.32237846,112.1484444,524.902395,1421.785914,660.949228,85.04701329,38.24150592,371.9901882,62.81799145,86.12501978,363.5794984,73.80816661,100.001593,94.51155403,791.433482,28.9702742,2166.754205,26.14692886,40.40077529,1781.589328,41.03140091,181.5252499,300.9284048,2.640802458,2.750384226,2.455714988,2.703968361,1.996118343,2.72727286,2.597848581,1.710306775,2.049793254,2.720078554,3.152834207,2.8201681,1.929659067,1.582534986,2.570531485,1.798084046,1.935129335,2.560599386,1.868104418,2.000006918,1.975484904,2.898414419,1.461952606,3.335809648,1.417420685,1.606389699,3.250807603,1.613116345,2.258937043,2.478463183,0.196922718,79,0.411294285
P01860,14,6,119.505,0.197510308,0.340319563,1.076587238,0.247291118,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,42313.4888,IGHG3_HUMAN Immunoglobulin heavy constant gamma 3 OS=Homo sapiens OX=9606 GN=IGHG3 PE=1 SV=2,3739.830178,3367.749597,3352.96604,3504.285988,4245.770104,4867.418038,3317.8108,3240.254092,3135.755824,3758.693315,4122.55861,4303.810482,3175.306617,2886.787124,3658.53515,3576.12053,3863.945428,4063.330003,4439.210868,4450.882062,3448.818411,3783.158432,3614.749101,2766.847639,2916.616157,2477.146651,2842.541726,2637.286003,2818.617416,3088.56174,3.572851882,3.527339793,3.525429155,3.544599542,3.627956475,3.687298647,3.520851617,3.510579068,3.496342238,3.575036892,3.615166839,3.633853139,3.501785668,3.460414759,3.563307232,3.553412148,3.587030984,3.608882095,3.647305775,3.648446087,3.537670328,3.577854529,3.558078158,3.441985245,3.464879277,3.393951718,3.453706848,3.42115723,3.450036131,3.489756287,0.198374038,80,0.409146454
Q9H2Y7,4,4,19.7579,0.207010793,0.353012138,1.067306388,0.238809049,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,210821.9644,ZN106_HUMAN Zinc finger protein 106 OS=Homo sapiens OX=9606 GN=ZNF106 PE=1 SV=1,2145.768528,2188.263821,2004.960906,1990.01508,1806.004908,1885.85884,1517.075514,1630.345228,1752.60343,1675.298634,2073.543954,1857.368389,1620.99548,1741.597892,2271.992794,2163.633599,2031.821535,2291.299703,2009.286356,2098.483945,1593.607845,1964.374064,1931.686456,1496.06641,1365.066655,1407.847767,1264.740982,1520.019405,1603.220665,1644.607605,3.331582871,3.34009968,3.302105909,3.298856367,3.256718926,3.275509182,3.181007199,3.212279577,3.243683657,3.224092234,3.316713246,3.26889805,3.209781804,3.24094789,3.35640695,3.335183717,3.307885559,3.360081899,3.303041835,3.321905651,3.202381459,3.293224191,3.285936635,3.174950872,3.135153858,3.148555696,3.102001591,3.181849132,3.204993302,3.216062294,0.208759448,81,0.425250728
P14780,7,7,41.5151,0.211402037,0.356821879,1.08553,0.235044384,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,79541.8392,MMP9_HUMAN Matrix metalloproteinase-9 OS=Homo sapiens OX=9606 GN=MMP9 PE=1 SV=3,23198.46238,21733.8967,24658.03905,23905.60392,34175.61993,24127.71588,19737.28912,21184.51118,16705.65968,23869.84864,25882.77023,36837.97201,23009.88716,22936.61941,17762.06059,34791.62435,32419.54617,28230.78124,28249.60105,31747.97447,25976.75442,26877.30135,26991.75128,21523.54746,20650.90513,20697.74851,22212.53718,22281.72802,26509.9603,21331.55604,4.3654592,4.337137599,4.391958536,4.37849972,4.533716401,4.38251621,4.295287503,4.326018447,4.22286363,4.377849665,4.413010757,4.566295714,4.361914489,4.360529408,4.249493347,4.541474706,4.510806931,4.450722897,4.451012319,4.501716022,4.414584889,4.429385661,4.431231063,4.332913852,4.314939092,4.315923106,4.346598168,4.347948869,4.423409077,4.329022536,0.211738104,82,0.42605838
P22079,2,2,11.8363,0.225153449,0.376193938,1.071946706,0.22384141,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,81200.4413,PERL_HUMAN Lactoperoxidase OS=Homo sapiens OX=9606 GN=LPO PE=1 SV=2,311.3746645,281.1691374,359.1388723,386.3036445,413.5384486,372.7961852,213.2358489,371.502638,219.4146133,256.8174875,404.9587518,400.3352482,294.5008628,354.064587,234.5369777,423.4055921,441.2988252,391.7685913,324.2908114,369.9951961,324.1541238,322.4935199,411.4332205,306.5258444,300.0664435,324.0066097,310.4438787,355.616798,310.876789,307.9575217,2.493283273,2.448967649,2.555262415,2.586928805,2.616515894,2.57147146,2.328860219,2.569961902,2.341265549,2.409624593,2.607410789,2.60242383,2.469086572,2.549082491,2.370211324,2.62675659,2.644732771,2.593029615,2.510934643,2.568196085,2.510751551,2.508520992,2.614299355,2.486467097,2.477217431,2.51055387,2.491983101,2.550982267,2.492588298,2.488490816,0.227856453,83,0.452967648
P02814,3,3,23.8252,0.22982365,0.377885242,7.996646197,0.220225794,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,8244.645,SMR3B_HUMAN Submaxillary gland androgen-regulated protein 3B OS=Homo sapiens OX=9606 GN=SMR3B PE=1 SV=2,3.457706123,7.675673905,53.44975098,6.431301309,4.510867562,18.20366355,85.12616062,11.84062524,12.70028366,1.913281686,7.826392564,30.62302726,24.14381554,22.03072804,128.185147,14.04561129,1240.237647,20.82601065,19.76492801,7.322837297,13.27617058,19.77178946,10.22193605,10.10039805,6.335789958,495.1059934,9.994360699,35.47415901,1435.740447,5.327035686,0.538788079,0.885116516,1.727945686,0.808298857,0.654260076,1.2601588,1.930063046,1.073374636,1.103813421,0.281778914,0.893561628,1.486048121,1.382805904,1.343028849,2.107837706,1.147540645,3.09350491,1.318606086,1.295895237,0.864679385,1.123072824,1.296045977,1.00953316,1.00433849,0.801800771,2.694698184,0.999755019,1.549912108,3.157075935,0.726485606,0.229599399,84,0.450998819
P04196,4,3,27.0015,0.233019207,0.377885242,1.143281014,0.217803747,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,60547.8329,HRG_HUMAN Histidine-rich glycoprotein OS=Homo sapiens OX=9606 GN=HRG PE=1 SV=1,38.1834332,42.45646969,26.66286008,36.46073014,23.64769463,48.67541804,66.22891496,38.38261481,41.23952339,69.25520515,36.90381807,32.0512909,35.10626584,32.00460521,32.1447507,40.15777779,35.6569071,27.18508203,40.90973871,26.66856445,23.11000869,27.46461804,53.56310679,43.16269624,44.7178844,28.1244357,34.46077471,39.88632337,31.45553944,27.76023771,1.581874975,1.627943879,1.425906734,1.561825361,1.373788809,1.68730969,1.82104764,1.584134558,1.615313637,1.84045242,1.567071301,1.505845526,1.545384637,1.505212474,1.507110062,1.603769672,1.55214367,1.434330648,1.611826706,1.425999639,1.363800109,1.438773563,1.728865759,1.635108566,1.650481249,1.449083817,1.537325037,1.600824006,1.497697137,1.443423181,0.23338217,85,0.453035978
Q9HD87,2,2,17.3556,0.232840547,0.377885242,1.074068806,0.217938071,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,12595.8192,CF050_HUMAN Putative uncharacterized protein C6orf50 OS=Homo sapiens OX=9606 GN=C6orf50 PE=5 SV=1,14494.30606,15304.46752,15560.31923,17421.35035,16436.36734,17723.9232,11863.61201,14667.69802,20724.28263,14874.27197,17008.83198,19502.30287,14431.72072,14547.42928,23523.07578,17425.74287,16779.59312,16359.00106,15826.82746,16174.18119,15663.77366,15511.21479,19146.2909,14089.57221,13257.2743,13742.75584,13940.48157,14541.30233,13807.9571,14709.88489,4.161197427,4.184818224,4.192018503,4.241081815,4.215805839,4.248559859,4.074216935,4.16636196,4.316479506,4.172435718,4.230674491,4.290085897,4.159318116,4.162786254,4.371494108,4.241191301,4.224781426,4.213756781,4.199393868,4.208822304,4.194896399,4.190645812,4.282084653,4.148897807,4.122454242,4.138073831,4.144277777,4.162603304,4.140129429,4.167609274,0.235035615,86,0.450940424
P00441,5,5,42.091,0.262898083,0.422200339,1.073731921,0.197002944,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,16163.866,SODC_HUMAN Superoxide dismutase [Cu-Zn] OS=Homo sapiens OX=9606 GN=SOD1 PE=1 SV=2,96285.31628,91559.28278,103423.3012,102547.5255,106561.6057,98674.77065,72778.23792,81877.48868,73670.79095,89765.91863,102948.1202,100664.4974,85074.69937,90780.50487,79129.93709,111764.842,124500.9697,118475.9645,117572.1177,115983.35,105137.0483,109845.1094,98963.72049,81863.88101,73956.40184,80435.90761,78202.3668,84205.42006,89302.66622,86968.33165,4.983560061,4.961702382,5.014618396,5.010925185,5.027600756,4.994206126,4.862001536,4.913164514,4.867295333,4.95311148,5.012618421,5.00287633,4.929800423,4.957992594,4.89834082,5.048305209,5.095172734,5.073630253,5.070304341,5.064395649,5.02175578,5.040780726,4.995476014,4.91309233,4.868975773,4.905449967,4.893219897,4.925340047,4.950864425,4.939361139,0.263928205,87,0.500553492
Q99935,2,2,12.7343,0.994563107,0.794749719,1.235863556,0.050005055,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,27273.5498,PROL1_HUMAN Opiorphin prepropeptide OS=Homo sapiens OX=9606 GN=OPRPN PE=1 SV=2,0.437001916,0.000278202,1.375849565,3.52611672,0.00001,0.00001,0.96433625,0.498424819,0.520241071,4.329400299,72.63579562,21.41978313,0.068255681,0.668619893,0.00001,1.156662323,0.177651112,0.659607229,2.390824968,1.025121196,3.882066739,0.739081632,0.337005625,66.2026382,0.77806693,0.137179305,7.036087802,0.003918089,1.603103119,0.000318291,-0.359516658,-3.555639577,0.138570951,0.547296684,-5,-5,-0.015771508,-0.30240034,-0.283795365,0.636427743,1.861150698,1.330815069,-1.165861194,-0.174820706,-5,0.063206589,-0.75043207,-0.180714593,0.378547783,0.010775213,0.589062997,-0.131307591,-0.47236285,1.820875297,-0.108983043,-0.862711402,0.84733125,-2.406925704,0.204961459,-3.497175032,0.265655469,88,0.498104004
P02679,8,8,66.5132,0.277639277,0.439720107,1.057809505,0.187827182,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,52139.0338,FIBG_HUMAN Fibrinogen gamma chain OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=3,2245.760805,2390.139093,2789.292346,2686.904337,2422.740305,2114.502962,2046.703584,2299.230303,1926.138317,2645.790732,2693.742644,2630.018316,2270.717689,2500.956275,1695.75537,2061.159803,2977.058263,2711.159773,2725.344454,2629.880795,3081.431461,2874.276862,2761.961652,2263.915659,2034.007604,2236.830853,2165.5564,2326.61196,2333.647417,2219.601317,3.351363498,3.378423175,3.445494035,3.429252204,3.384306864,3.325208298,3.31105495,3.361582475,3.284687471,3.422555491,3.430356102,3.419958773,3.356163143,3.398106099,3.229363201,3.314111664,3.473787334,3.433155112,3.4354214,3.419936064,3.488752512,3.458528599,3.441217644,3.354860243,3.308352572,3.349633144,3.335569499,3.366723956,3.368035241,3.346274974,0.277644081,89,0.514733408
Q8NA03,4,3,23.5553,0.283128261,0.439720107,1.103734423,0.184572364,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,66634.567,FSIP1_HUMAN Fibrous sheath-interacting protein 1 OS=Homo sapiens OX=9606 GN=FSIP1 PE=2 SV=1,2000.433493,1716.713923,2020.370932,1107.691754,2184.052747,248.5519674,848.0479075,892.1530731,1619.711316,1149.19244,2219.068639,2097.138691,1824.454609,1633.041523,2044.6994,2242.087841,2287.49341,2077.310315,2108.928267,2523.040382,1768.050816,1749.428352,1633.383567,1183.114887,1255.559794,1394.899249,1261.462391,1084.772837,1635.383774,1849.091045,3.301124117,3.234697929,3.305431111,3.044418923,3.339263123,2.395417205,2.928420387,2.950439376,3.209437616,3.06039276,3.346170736,3.321627153,3.261133063,3.212997227,3.310629469,3.350652623,3.359359852,3.317501378,3.324061808,3.401924202,3.247494743,3.242896161,3.213088182,3.073026919,3.0988374,3.14454284,3.100874307,3.035338802,3.213619684,3.266958295,0.287082268,90,0.526317492
P02774,14,13,85.4141,0.287099012,0.439720107,1.031265283,0.182269519,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,54514.372,VTDB_HUMAN Vitamin D-binding protein OS=Homo sapiens OX=9606 GN=GC PE=1 SV=2,4513.353606,4466.674296,4604.917722,4559.498295,4631.503815,4815.92006,3830.315317,4304.624282,4321.416351,4488.262536,4783.459769,4776.063942,4127.220191,4163.490737,4820.713511,5411.168748,5050.913475,4994.963544,4946.555641,4961.974592,4537.167983,4626.749362,4640.749135,4077.837437,4253.069097,4458.907258,4356.59085,4592.117044,4112.217268,4287.712482,3.65449936,3.649984285,3.663221875,3.658917058,3.665722026,3.682679269,3.583234527,3.633935251,3.635626111,3.652078253,3.679742126,3.679070132,3.615657639,3.619457603,3.683111323,3.733291078,3.703369929,3.698532323,3.694302899,3.695654536,3.656784859,3.665275974,3.666588092,3.610429909,3.628702439,3.649228439,3.639146775,3.662012949,3.614076052,3.632225655,0.287549309,91,0.521380615
sp|P59633|NS3B_CVHSA,11,9,60.8408,0.286641579,0.439720107,1.08407085,0.182532641,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,17978.6093,Non-structural protein 3b OS=Human SARS coronavirus OX=694009 GN=3b PE=1 SV=1,12144.25492,11834.77581,12427.29218,8180.647167,12265.30145,4127.971725,6836.15012,7242.815191,10546.34974,8282.492612,14142.74218,14234.63359,11497.87703,10665.25969,12494.51557,13437.15588,13706.48011,12907.35953,13547.23501,15036.25415,11884.18003,11575.54345,11809.64854,8499.589876,8802.183844,9879.739957,9081.052233,8110.20488,10038.85685,11800.25129,4.084370875,4.073160035,4.094376509,3.912787662,4.088678226,3.615736714,3.834811591,3.859907404,4.023102169,3.918161057,4.150533624,4.153346292,4.060617659,4.027971435,4.096719423,4.128307355,4.13692594,4.110837407,4.131850665,4.177139658,4.074969222,4.063541389,4.072236973,3.929397971,3.944590435,3.994745514,3.958136174,3.909031825,4.001684262,4.071891256,0.288871597,92,0.518084929
P19652,7,6,43.8437,0.324600255,0.475489517,1.066932561,0.162451598,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,23887.7903,A1AG2_HUMAN Alpha-1-acid glycoprotein 2 OS=Homo sapiens OX=9606 GN=ORM2 PE=1 SV=2,1377.534433,1286.170446,1304.141539,1347.921831,1470.737221,1725.283297,1547.416995,1655.479467,1472.51568,2142.903852,1278.608212,1753.761155,1413.99509,1670.391035,1588.245407,1137.446653,1472.273307,1347.564692,1231.309721,1654.692674,1944.313399,2008.394451,1753.215458,1686.438128,1679.162401,1993.208307,1920.669475,1882.435999,1488.570185,1377.20942,3.139102463,3.109298526,3.115324728,3.129664707,3.167535084,3.236860418,3.189607362,3.218923799,3.168059928,3.331002686,3.106737489,3.243970446,3.150447902,3.222818151,3.200917608,3.055931037,3.167988438,3.129549623,3.090367308,3.218717344,3.288766269,3.302849013,3.243835291,3.226970412,3.225092701,3.299552689,3.283452634,3.27472022,3.172769316,3.138999985,0.325066656,93,0.576731164
P30044,8,8,59.958,0.324826167,0.475489517,1.334380766,0.162341885,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,22314.5694,PRDX5_HUMAN Peroxiredoxin-5_ mitochondrial OS=Homo sapiens OX=9606 GN=PRDX5 PE=1 SV=4,947.4700133,1000.726463,865.4344809,1448.225593,790.813077,1762.241224,881.0938617,402.7803068,411.1764213,799.9997137,1277.941241,1279.903828,1466.227602,488.8855926,426.3432161,754.0182473,2339.317245,2115.212913,3280.021504,1050.306286,2212.102841,649.2324817,902.8542959,497.7391283,1205.612435,528.737604,965.6529677,362.2719369,1025.719464,1125.142633,2.976565474,3.000315384,2.937234195,3.160836218,2.898073842,3.246065356,2.945022176,2.605068228,2.614028202,2.903089832,3.106510886,3.107177338,3.166201391,2.689207239,2.629759357,2.877381856,3.369089122,3.325354089,3.515876691,3.021315965,3.344805314,2.81240024,2.955617669,2.697001783,3.081207719,2.723240199,2.98482108,2.559034693,3.011028597,3.051207581,0.325335165,94,0.571067044
P02768,140,132,800.9235,0.33790977,0.488882386,1.071518597,0.156165539,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,71362.7109,ALBU_HUMAN Serum albumin OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=2,294635.6867,285170.5539,301492.6161,275104.5895,330088.834,273066.0624,218067.4241,241079.8153,251127.8728,285446.7081,326930.6199,317523.8428,266836.4823,261307.4412,302035.8387,390204.3522,368600.383,353294.8419,360052.2878,354674.1289,313005.0013,333170.9167,343110.9231,229032.2021,229919.2147,239543.7325,241180.5157,250844.4957,253732.0357,272066.8971,5.469285348,5.455104679,5.47927668,5.439497836,5.518630834,5.436267728,5.338590793,5.38216085,5.399894918,5.455525039,5.514455598,5.501776342,5.426245207,5.417151777,5.480058478,5.591292109,5.566555782,5.548137297,5.556365575,5.549829511,5.495551277,5.522667084,5.535434544,5.359896549,5.361575267,5.379384812,5.382342219,5.399404576,5.404375304,5.434675703,0.339871249,95,0.590302696
Q9NP55,5,5,47.7569,0.344116619,0.490699981,1.215029079,0.15335304,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,26826.7466,BPIA1_HUMAN BPI fold-containing family A member 1 OS=Homo sapiens OX=9606 GN=BPIFA1 PE=1 SV=1,497.9050965,58.46931662,91.31280994,457.7584752,894.9759761,206.5704914,159.8352389,197.1079579,17.37196588,115.6077034,167.4940448,91.62433669,11.57074406,122.6522411,4.89691619,36.03264463,33.357282,1164.735996,154.8120412,132.7577199,201.9298161,22.63627635,12.42487266,517.4971647,14.24320003,16.81848132,25.85549555,43.03721259,31.44892147,139.8031967,2.697146572,1.766928018,1.960531707,2.660636394,2.951811378,2.315068283,2.203672535,2.294704159,1.239848968,2.062986774,2.223999371,1.962010844,1.063361287,2.088675488,0.689922671,1.556696138,1.523190656,3.066227497,2.189804737,2.123059785,2.30520045,1.354804987,1.094291946,2.713907975,1.153607573,1.225786777,1.412552866,1.633844135,1.497605756,2.145517102,0.345011218,96,0.592988031
P02675,7,7,53.4002,0.353319043,0.499516187,1.092583218,0.149314889,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,56612.6167,FIBB_HUMAN Fibrinogen beta chain OS=Homo sapiens OX=9606 GN=FGB PE=1 SV=2,3392.828316,3098.175892,3544.228465,3636.622571,3432.587131,7469.332045,2550.259893,2966.444346,3304.398694,3904.953479,3593.903213,3912.667656,3118.1205,3339.458974,3111.70594,3497.222751,4052.413836,3381.238743,3978.823097,3496.040464,3753.954543,3262.278313,3498.310394,2961.317271,2750.126345,2746.062511,2822.663579,2923.130429,3358.415604,3286.007179,3.530561884,3.49110607,3.549521709,3.56069823,3.53562157,3.873281766,3.406584441,3.472236205,3.519092442,3.591615864,3.555566377,3.59247296,3.493892894,3.523676112,3.492998549,3.543723295,3.607713789,3.529075837,3.59975463,3.543576451,3.574489009,3.513521009,3.54385834,3.471484939,3.439352647,3.438710419,3.45065912,3.465848194,3.526134439,3.516668508,0.355774602,97,0.605183601
Q13938,7,7,43.0548,0.357323856,0.500650921,1.065508367,0.147604879,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,30525.0516,CAYP1_HUMAN Calcyphosin OS=Homo sapiens OX=9606 GN=CAPS PE=1 SV=2,185627.7262,196615.9652,198184.9631,192130.0841,219027.8133,169198.322,142312.1246,149011.6004,161786.9313,179422.7054,217546.8943,211344.9983,178005.8827,183818.5396,207047.4432,237100.8924,236774.7538,239759.0277,233962.1298,225970.2613,219707.8538,223975.7478,227243.6708,159984.4148,157334.854,160632.029,164784.1074,154207.4834,161395.7237,171088.267,5.268642845,5.29361878,5.2970707,5.283595373,5.340499267,5.228396052,5.153241902,5.173220079,5.208943438,5.253877401,5.337552888,5.324991974,5.250434355,5.264389311,5.316069872,5.374933189,5.374335394,5.379774969,5.369145566,5.354051288,5.341845582,5.350200995,5.356491796,5.204077677,5.196824941,5.205832145,5.216915324,5.18810545,5.207892024,5.233220227,0.358260414,98,0.603193554
Q14508,4,4,30.1272,0.362079103,0.500650921,1.037108253,0.145610508,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,13962.4399,WFDC2_HUMAN WAP four-disulfide core domain protein 2 OS=Homo sapiens OX=9606 GN=WFDC2 PE=1 SV=2,38579.37867,35612.58738,40527.51596,45844.33112,40581.60161,38856.73917,29638.45557,35586.56224,41957.44203,40807.52724,40758.6334,41409.61338,36470.18417,40618.80109,37670.51949,28218.53507,48356.92915,37207.496,43197.03889,38496.34265,47622.43738,41077.32054,35032.32316,34725.45237,34174.43153,34462.98241,34770.474,35169.31074,35942.24774,35537.84422,4.586355229,4.551603528,4.607749985,4.661285641,4.608329183,4.589466352,4.471855569,4.551286036,4.622809003,4.610740279,4.610219614,4.617101176,4.561937956,4.608727101,4.576001609,4.450534464,4.684458714,4.570630444,4.635453977,4.585419471,4.677811619,4.613602107,4.544468938,4.540647912,4.533701299,4.537352858,4.541210611,4.546163857,4.555605233,4.550691079,0.362862384,99,0.60477064
O00299,2,2,11.588,0.368677696,0.500650921,1.065371497,0.142906098,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,27264.9152,CLIC1_HUMAN Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4,56439.24576,48893.03364,55380.79082,52052.82612,66165.37161,57268.28883,31619.25527,38796.27337,52285.39252,49545.60235,62821.71076,56920.64327,46369.53065,44180.52281,64048.36827,65963.14141,64167.40014,57262.86306,64709.81825,64553.15432,47151.87751,48795.87765,51387.95853,35243.38773,38025.87123,36216.65307,37382.10146,35682.79054,44491.13579,43720.80193,4.751581201,4.689246985,4.743359153,4.716444314,4.820630756,4.757914207,4.499951637,4.588790011,4.718380373,4.695005113,4.798109759,4.755269799,4.6662327,4.645230851,4.80650807,4.81930133,4.807314443,4.757873058,4.81097018,4.809917468,4.67349899,4.688383134,4.710861365,4.547077648,4.580079173,4.558908313,4.572663712,4.552458811,4.648273493,4.640688119,0.368949896,100,0.608767328
sp|P59636|ORF9B_CVHSA,4,4,18.8344,0.367887306,0.500650921,1.048019892,0.143226245,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,10802.4858,Protein 9b OS=Human SARS coronavirus OX=694009 GN=9b PE=1 SV=1,17930.01438,17303.26843,18178.64317,25383.85451,19031.00442,33107.6988,15358.2135,18145.57645,13615.99629,14596.43007,16677.28911,15286.90644,15701.06939,15599.23836,12579.31483,22569.32517,22137.49001,22090.35072,21264.99127,20903.62726,18904.36757,21277.04353,19077.52356,17061.59862,15825.10242,16243.93609,14937.90216,17402.57048,15040.32761,16651.4393,4.253580638,4.238128145,4.259561465,4.40455757,4.27946171,4.519928996,4.186340701,4.258770769,4.134049424,4.164246651,4.222125458,4.184319607,4.195929233,4.193103394,4.099656987,4.353518574,4.345128378,4.344202611,4.327665209,4.320221653,4.276562153,4.327911282,4.280521999,4.232019721,4.19934653,4.210691272,4.17428961,4.240613401,4.177257296,4.221451779,0.369472843,101,0.603594249
P06396,4,4,24.2738,0.36925507,0.500650921,1.047970342,0.142672876,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,86096.8228,GELS_HUMAN Gelsolin OS=Homo sapiens OX=9606 GN=GSN PE=1 SV=1,599.718091,526.4694888,553.8431021,659.682037,585.3824738,525.0515299,643.8427121,570.7500341,594.2922232,519.7484114,609.254246,593.7902648,628.6930392,527.8869296,698.7276313,905.5640947,514.845824,681.7641521,671.449508,704.4955986,528.0834994,606.9788607,577.7544401,623.3307888,628.6446674,568.0026864,601.8826023,546.5043341,527.004353,574.7470584,2.77794715,2.721373207,2.743386751,2.819334658,2.767439716,2.720201928,2.808779784,2.756445946,2.774000047,2.715793171,2.784798565,2.773633073,2.798438652,2.722540909,2.844307918,2.956919195,2.711677194,2.833634162,2.82701336,2.847878284,2.722702598,2.783173566,2.761743292,2.794718579,2.798405236,2.75435039,2.77951179,2.73759361,2.721814202,2.759476757,0.370763858,102,0.599765065
Q15014,2,2,12.2959,0.374020848,0.501955445,1.043243523,0.140768343,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,32364.9383,MO4L2_HUMAN Mortality factor 4-like protein 2 OS=Homo sapiens OX=9606 GN=MORF4L2 PE=1 SV=1,1831.054898,1874.852151,2021.521539,1865.225504,1799.950784,1884.685612,1352.292883,1604.349144,1704.314541,1678.116655,2012.199061,1967.649541,1651.615487,1635.944471,1900.303719,2298.024222,2168.655277,2061.081901,1897.798793,1927.091233,1972.845282,1933.273905,2170.48012,1600.851272,1607.869601,1659.185238,1549.761525,1697.323169,1548.037591,1850.03466,3.262701365,3.272967025,3.305678373,3.270731345,3.25526063,3.275238915,3.131070762,3.205298887,3.231549749,3.224822148,3.303670942,3.293947749,3.217908947,3.213768558,3.278823018,3.361354602,3.336190523,3.31409525,3.278250166,3.284902276,3.295093028,3.286293389,3.336555812,3.204350985,3.206250824,3.219894875,3.190264875,3.22976454,3.189781502,3.267179865,0.374341202,103,0.599672799
